Project,Category,type,wordcount,Path,File,topic,tutorial,pageNumber,language
Foundations,Docs-Tutorials,Tutorial Step - The Second Close,84,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-063-tutorial-step-the-second-close.json,testing-a-trading-idea-the-trigger-stage-063-tutorial-step-the-second-close.json,none,Testing a Trading Idea - The Trigger Stage,63,DE 
Foundations,Docs-Tutorials,Tutorial Step - Now the Second Condition!,66,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-026-tutorial-step-now-the-second-condition.json,testing-a-trading-idea-the-trigger-stage-026-tutorial-step-now-the-second-condition.json,none,Testing a Trading Idea - The Trigger Stage,26,DE 
Foundations,Docs-Tutorials,Tutorial Step - Radical Workaround,110,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-074-tutorial-step-radical-workaround.json,testing-a-trading-idea-the-trigger-stage-074-tutorial-step-radical-workaround.json,none,Testing a Trading Idea - The Trigger Stage,74,DE 
Foundations,Docs-Tutorials,Tutorial Step - Highlights and Values,85,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-051-tutorial-step-highlights-and-values.json,testing-a-trading-idea-the-trigger-stage-051-tutorial-step-highlights-and-values.json,none,Testing a Trading Idea - The Trigger Stage,51,DE 
Foundations,Docs-Tutorials,Tutorial Step - Trigger Off Event,69,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-028-tutorial-step-trigger-off-event.json,testing-a-trading-idea-the-trigger-stage-028-tutorial-step-trigger-off-event.json,none,Testing a Trading Idea - The Trigger Stage,28,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Land of Confusion,93,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-053-tutorial-step-the-land-of-confusion.json,testing-a-trading-idea-the-trigger-stage-053-tutorial-step-the-land-of-confusion.json,none,Testing a Trading Idea - The Trigger Stage,53,DE 
Foundations,Docs-Tutorials,Tutorial Step - Trigger On Conditions!,109,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-079-tutorial-step-trigger-on-conditions.json,testing-a-trading-idea-the-trigger-stage-079-tutorial-step-trigger-on-conditions.json,none,Testing a Trading Idea - The Trigger Stage,79,DE 
Foundations,Docs-Tutorials,Tutorial Step - Let's Hunt For Errors!,74,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-042-tutorial-step-lets-hunt-for-errors.json,testing-a-trading-idea-the-trigger-stage-042-tutorial-step-lets-hunt-for-errors.json,none,Testing a Trading Idea - The Trigger Stage,42,DE 
Foundations,Docs-Tutorials,Tutorial Step - Counting Candles!,91,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-049-tutorial-step-counting-candles.json,testing-a-trading-idea-the-trigger-stage-049-tutorial-step-counting-candles.json,none,Testing a Trading Idea - The Trigger Stage,49,DE 
Foundations,Docs-Tutorials,Tutorial Step - Time to Work the Charts!,95,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Trigger-Stage/testing-a-trading-idea-the-trigger-stage-017-tutorial-step-time-to-work-the-charts.json,testing-a-trading-idea-the-trigger-stage-017-tutorial-step-time-to-work-the-charts.json,none,Testing a Trading Idea - The Trigger Stage,17,DE 
Foundations,Docs-Tutorials,Tutorial Step - There It Is!,95,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-012-tutorial-step-there-it-is.json,testing-a-trading-idea-the-other-stages-012-tutorial-step-there-it-is.json,none,Testing a Trading Idea - The Other Stages,12,DE 
Foundations,Docs-Tutorials,Tutorial Step - Copy The Node's Path!,53,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-013-tutorial-step-copy-the-nodes-path.json,testing-a-trading-idea-the-other-stages-013-tutorial-step-copy-the-nodes-path.json,none,Testing a Trading Idea - The Other Stages,13,DE 
Foundations,Docs-Tutorials,Tutorial Step - Back to the Position!,91,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-053-tutorial-step-back-to-the-position.json,testing-a-trading-idea-the-other-stages-053-tutorial-step-back-to-the-position.json,none,Testing a Trading Idea - The Other Stages,53,DE 
Foundations,Docs-Tutorials,Tutorial Step - Market Buy Order,89,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-037-tutorial-step-market-buy-order.json,testing-a-trading-idea-the-other-stages-037-tutorial-step-market-buy-order.json,none,Testing a Trading Idea - The Other Stages,37,DE 
Foundations,Docs-Tutorials,Tutorial Step - Is There Room For Nuance?,135,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-059-tutorial-step-is-there-room-for-nuance.json,testing-a-trading-idea-the-other-stages-059-tutorial-step-is-there-room-for-nuance.json,none,Testing a Trading Idea - The Other Stages,59,DE 
Foundations,Docs-Tutorials,Tutorial Step - Slippage,87,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-049-tutorial-step-slippage.json,testing-a-trading-idea-the-other-stages-049-tutorial-step-slippage.json,none,Testing a Trading Idea - The Other Stages,49,DE 
Foundations,Docs-Tutorials,Tutorial Step - Warning!,93,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-047-tutorial-step-warning.json,testing-a-trading-idea-the-other-stages-047-tutorial-step-warning.json,none,Testing a Trading Idea - The Other Stages,47,DE 
Foundations,Docs-Tutorials,Tutorial Step - In The Mean Time!,84,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-062-tutorial-step-in-the-mean-time.json,testing-a-trading-idea-the-other-stages-062-tutorial-step-in-the-mean-time.json,none,Testing a Trading Idea - The Other Stages,62,DE 
Foundations,Docs-Tutorials,Tutorial Step - Phase 1,81,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-028-tutorial-step-phase-1.json,testing-a-trading-idea-the-other-stages-028-tutorial-step-phase-1.json,none,Testing a Trading Idea - The Other Stages,28,DE 
Foundations,Docs-Tutorials,Tutorial Step - Taking a Position,84,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-003-tutorial-step-taking-a-position.json,testing-a-trading-idea-the-other-stages-003-tutorial-step-taking-a-position.json,none,Testing a Trading Idea - The Other Stages,3,DE 
Foundations,Docs-Tutorials,Tutorial Step - Actual Size,98,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-050-tutorial-step-actual-size.json,testing-a-trading-idea-the-other-stages-050-tutorial-step-actual-size.json,none,Testing a Trading Idea - The Other Stages,50,DE 
Foundations,Docs-Tutorials,Tutorial Step - How Do We Go About It?,60,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-007-tutorial-step-how-do-we-go-about-it.json,testing-a-trading-idea-the-other-stages-007-tutorial-step-how-do-we-go-about-it.json,none,Testing a Trading Idea - The Other Stages,7,DE 
Foundations,Docs-Tutorials,Tutorial Step - Sep 5th - Sep 14th,61,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-057-tutorial-step-sep-5th-sep-14th.json,testing-a-trading-idea-the-other-stages-057-tutorial-step-sep-5th-sep-14th.json,none,Testing a Trading Idea - The Other Stages,57,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Prediction Game,99,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-058-tutorial-step-the-prediction-game.json,testing-a-trading-idea-the-other-stages-058-tutorial-step-the-prediction-game.json,none,Testing a Trading Idea - The Other Stages,58,DE 
Foundations,Docs-Tutorials,Tutorial Step - March 28th - April 1st,93,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-056-tutorial-step-march-28th-april-1st.json,testing-a-trading-idea-the-other-stages-056-tutorial-step-march-28th-april-1st.json,none,Testing a Trading Idea - The Other Stages,56,DE 
Foundations,Docs-Tutorials,Tutorial Step - How to Find Stuff,106,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-034-tutorial-step-how-to-find-stuff.json,testing-a-trading-idea-the-other-stages-034-tutorial-step-how-to-find-stuff.json,none,Testing a Trading Idea - The Other Stages,34,DE 
Foundations,Docs-Tutorials,Tutorial Step - Initial Targets,89,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-033-tutorial-step-initial-targets.json,testing-a-trading-idea-the-other-stages-033-tutorial-step-initial-targets.json,none,Testing a Trading Idea - The Other Stages,33,DE 
Foundations,Docs-Tutorials,Tutorial Step - Initial Targets....,93,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-004-tutorial-step-initial-targets..json,testing-a-trading-idea-the-other-stages-004-tutorial-step-initial-targets..json,none,Testing a Trading Idea - The Other Stages,4,DE 
Foundations,Docs-Tutorials,Tutorial Step - Size Placed,64,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-051-tutorial-step-size-placed.json,testing-a-trading-idea-the-other-stages-051-tutorial-step-size-placed.json,none,Testing a Trading Idea - The Other Stages,51,DE 
Foundations,Docs-Tutorials,Tutorial Step - Closing a Position,74,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-032-tutorial-step-closing-a-position.json,testing-a-trading-idea-the-other-stages-032-tutorial-step-closing-a-position.json,none,Testing a Trading Idea - The Other Stages,32,DE 
Foundations,Docs-Tutorials,Tutorial Step - It's All About References!,87,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-025-tutorial-step-its-all-about-references.json,testing-a-trading-idea-the-other-stages-025-tutorial-step-its-all-about-references.json,none,Testing a Trading Idea - The Other Stages,25,DE 
Foundations,Docs-Tutorials,Tutorial Step - Target Size in Quoted Asset,72,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-036-tutorial-step-target-size-in-quoted-asset.json,testing-a-trading-idea-the-other-stages-036-tutorial-step-target-size-in-quoted-asset.json,none,Testing a Trading Idea - The Other Stages,36,DE 
Foundations,Docs-Tutorials,Tutorial Step - It's The Balance!,91,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-011-tutorial-step-its-the-balance.json,testing-a-trading-idea-the-other-stages-011-tutorial-step-its-the-balance.json,none,Testing a Trading Idea - The Other Stages,11,DE 
Foundations,Docs-Tutorials,Tutorial Step - Close Stage Event,117,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-022-tutorial-step-close-stage-event.json,testing-a-trading-idea-the-other-stages-022-tutorial-step-close-stage-event.json,none,Testing a Trading Idea - The Other Stages,22,DE 
Foundations,Docs-Tutorials,Tutorial Step - Order Management,84,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-052-tutorial-step-order-management.json,testing-a-trading-idea-the-other-stages-052-tutorial-step-order-management.json,none,Testing a Trading Idea - The Other Stages,52,DE 
Foundations,Docs-Tutorials,Tutorial Step - Time Frame Matters!,54,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-046-tutorial-step-time-frame-matters.json,testing-a-trading-idea-the-other-stages-046-tutorial-step-time-frame-matters.json,none,Testing a Trading Idea - The Other Stages,46,DE 
Foundations,Docs-Tutorials,Tutorial Step - Ready to Rock....?,79,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-041-tutorial-step-ready-to-rock..json,testing-a-trading-idea-the-other-stages-041-tutorial-step-ready-to-rock..json,none,Testing a Trading Idea - The Other Stages,41,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Key Moment,93,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-054-tutorial-step-the-key-moment.json,testing-a-trading-idea-the-other-stages-054-tutorial-step-the-key-moment.json,none,Testing a Trading Idea - The Other Stages,54,DE 
Foundations,Docs-Tutorials,Tutorial Step - Here's The Thing!,100,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-024-tutorial-step-heres-the-thing.json,testing-a-trading-idea-the-other-stages-024-tutorial-step-heres-the-thing.json,none,Testing a Trading Idea - The Other Stages,24,DE 
Foundations,Docs-Tutorials,Tutorial Step - March 18th,72,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-055-tutorial-step-march-18th.json,testing-a-trading-idea-the-other-stages-055-tutorial-step-march-18th.json,none,Testing a Trading Idea - The Other Stages,55,DE 
Foundations,Docs-Tutorials,Tutorial Step - Back to the Order,83,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-023-tutorial-step-back-to-the-order.json,testing-a-trading-idea-the-other-stages-023-tutorial-step-back-to-the-order.json,none,Testing a Trading Idea - The Other Stages,23,DE 
Foundations,Docs-Tutorials,Tutorial Step - First Backtest!,73,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-040-tutorial-step-first-backtest.json,testing-a-trading-idea-the-other-stages-040-tutorial-step-first-backtest.json,none,Testing a Trading Idea - The Other Stages,40,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Target Rate,109,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-006-tutorial-step-the-target-rate.json,testing-a-trading-idea-the-other-stages-006-tutorial-step-the-target-rate.json,none,Testing a Trading Idea - The Other Stages,6,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Tricks of the Trade,121,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-026-tutorial-step-the-tricks-of-the-trade.json,testing-a-trading-idea-the-other-stages-026-tutorial-step-the-tricks-of-the-trade.json,none,Testing a Trading Idea - The Other Stages,26,DE 
Foundations,Docs-Tutorials,Tutorial Step - 100% of 100% = ?,119,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-019-tutorial-step-100-of-100-=-.json,testing-a-trading-idea-the-other-stages-019-tutorial-step-100-of-100-=-.json,none,Testing a Trading Idea - The Other Stages,19,DE 
Foundations,Docs-Tutorials,Tutorial Step - Look Around!,110,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-005-tutorial-step-look-around.json,testing-a-trading-idea-the-other-stages-005-tutorial-step-look-around.json,none,Testing a Trading Idea - The Other Stages,5,DE 
Foundations,Docs-Tutorials,Tutorial - The Other Stages,90,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-002-tutorial-the-other-stages.json,testing-a-trading-idea-the-other-stages-002-tutorial-the-other-stages.json,none,Testing a Trading Idea - The Other Stages,2,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Target Size,86,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-008-tutorial-step-the-target-size.json,testing-a-trading-idea-the-other-stages-008-tutorial-step-the-target-size.json,none,Testing a Trading Idea - The Other Stages,8,DE 
Foundations,Docs-Tutorials,Tutorial Step - Time to Talk Execution!,92,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-015-tutorial-step-time-to-talk-execution.json,testing-a-trading-idea-the-other-stages-015-tutorial-step-time-to-talk-execution.json,none,Testing a Trading Idea - The Other Stages,15,DE 
Foundations,Docs-Tutorials,Tutorial Step - What's Next....?,99,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-061-tutorial-step-whats-next..json,testing-a-trading-idea-the-other-stages-061-tutorial-step-whats-next..json,none,Testing a Trading Idea - The Other Stages,61,DE 
Foundations,Docs-Tutorials,Tutorial Step - Market Sell Orders,89,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-018-tutorial-step-market-sell-orders.json,testing-a-trading-idea-the-other-stages-018-tutorial-step-market-sell-orders.json,none,Testing a Trading Idea - The Other Stages,18,DE 
Foundations,Docs-Tutorials,Tutorial Step - Confusing?,101,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-048-tutorial-step-confusing.json,testing-a-trading-idea-the-other-stages-048-tutorial-step-confusing.json,none,Testing a Trading Idea - The Other Stages,48,DE 
Foundations,Docs-Tutorials,Tutorial Step - Chronology of a Position,105,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-044-tutorial-step-chronology-of-a-position.json,testing-a-trading-idea-the-other-stages-044-tutorial-step-chronology-of-a-position.json,none,Testing a Trading Idea - The Other Stages,44,DE 
Foundations,Docs-Tutorials,Tutorial Step - Managed Stop Loss,80,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-029-tutorial-step-managed-stop-loss.json,testing-a-trading-idea-the-other-stages-029-tutorial-step-managed-stop-loss.json,none,Testing a Trading Idea - The Other Stages,29,DE 
Foundations,Docs-Tutorials,Tutorial Step - Entry Target Rate,51,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-030-tutorial-step-entry-target-rate.json,testing-a-trading-idea-the-other-stages-030-tutorial-step-entry-target-rate.json,none,Testing a Trading Idea - The Other Stages,30,DE 
Foundations,Docs-Tutorials,Testing a Trading Idea - The Other Stages Tutorial,39,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-001-testing-a-trading-idea-the-other-stages-tutorial.json,testing-a-trading-idea-the-other-stages-001-testing-a-trading-idea-the-other-stages-tutorial.json,none,Testing a Trading Idea - The Other Stages,1,ES DE 
Foundations,Docs-Tutorials,Tutorial Step - Let's Do Some Reading!,68,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-016-tutorial-step-lets-do-some-reading.json,testing-a-trading-idea-the-other-stages-016-tutorial-step-lets-do-some-reading.json,none,Testing a Trading Idea - The Other Stages,16,DE 
Foundations,Docs-Tutorials,Tutorial Step - Manage and Close,94,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-045-tutorial-step-manage-and-close.json,testing-a-trading-idea-the-other-stages-045-tutorial-step-manage-and-close.json,none,Testing a Trading Idea - The Other Stages,45,DE 
Foundations,Docs-Tutorials,Tutorial Step - Create Order Event,106,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-020-tutorial-step-create-order-event.json,testing-a-trading-idea-the-other-stages-020-tutorial-step-create-order-event.json,none,Testing a Trading Idea - The Other Stages,20,DE 
Foundations,Docs-Tutorials,Tutorial Step - What is the Nuance?,105,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-060-tutorial-step-what-is-the-nuance.json,testing-a-trading-idea-the-other-stages-060-tutorial-step-what-is-the-nuance.json,none,Testing a Trading Idea - The Other Stages,60,DE 
Foundations,Docs-Tutorials,Tutorial Step - Circling Back!,79,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-014-tutorial-step-circling-back.json,testing-a-trading-idea-the-other-stages-014-tutorial-step-circling-back.json,none,Testing a Trading Idea - The Other Stages,14,DE 
Foundations,Docs-Tutorials,Tutorial Step - This is it!,111,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-038-tutorial-step-this-is-it.json,testing-a-trading-idea-the-other-stages-038-tutorial-step-this-is-it.json,none,Testing a Trading Idea - The Other Stages,38,DE 
Foundations,Docs-Tutorials,Tutorial Step - The Whole Balance?,91,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-009-tutorial-step-the-whole-balance.json,testing-a-trading-idea-the-other-stages-009-tutorial-step-the-whole-balance.json,none,Testing a Trading Idea - The Other Stages,9,DE 
Foundations,Docs-Tutorials,Tutorial Step - Position Management,77,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-027-tutorial-step-position-management.json,testing-a-trading-idea-the-other-stages-027-tutorial-step-position-management.json,none,Testing a Trading Idea - The Other Stages,27,DE 
Foundations,Docs-Tutorials,Tutorial Step - Initial Balance vs. Balance,113,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-010-tutorial-step-initial-balance-vs.-balance.json,testing-a-trading-idea-the-other-stages-010-tutorial-step-initial-balance-vs.-balance.json,none,Testing a Trading Idea - The Other Stages,10,DE 
Foundations,Docs-Tutorials,Tutorial Step - Simulated Exchange Events,104,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-021-tutorial-step-simulated-exchange-events.json,testing-a-trading-idea-the-other-stages-021-tutorial-step-simulated-exchange-events.json,none,Testing a Trading Idea - The Other Stages,21,DE 
Foundations,Docs-Tutorials,Tutorial Step - Managed Take Profit,59,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-031-tutorial-step-managed-take-profit.json,testing-a-trading-idea-the-other-stages-031-tutorial-step-managed-take-profit.json,none,Testing a Trading Idea - The Other Stages,31,DE 
Foundations,Docs-Tutorials,Tutorial Step - Trading Systems Position,11,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-042-tutorial-step-trading-systems-position.json,testing-a-trading-idea-the-other-stages-042-tutorial-step-trading-systems-position.json,none,Testing a Trading Idea - The Other Stages,42,DE 
Foundations,Docs-Tutorials,Tutorial Step - And the Winner Is...,93,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-035-tutorial-step-and-the-winner-is..json,testing-a-trading-idea-the-other-stages-035-tutorial-step-and-the-winner-is..json,none,Testing a Trading Idea - The Other Stages,35,DE 
Foundations,Docs-Tutorials,Tutorial Step - We're almost done!,70,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-039-tutorial-step-were-almost-done.json,testing-a-trading-idea-the-other-stages-039-tutorial-step-were-almost-done.json,none,Testing a Trading Idea - The Other Stages,39,DE 
Foundations,Docs-Tutorials,Tutorial Step - The First Position,89,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-043-tutorial-step-the-first-position.json,testing-a-trading-idea-the-other-stages-043-tutorial-step-the-first-position.json,none,Testing a Trading Idea - The Other Stages,43,DE 
Foundations,Docs-Tutorials,Tutorial Step - Execution Algorithm,69,Projects/Foundations/Schemas/Docs-Tutorials/T/Testing/Testing-a-Trading-Idea-The-Other-Stages/testing-a-trading-idea-the-other-stages-017-tutorial-step-execution-algorithm.json,testing-a-trading-idea-the-other-stages-017-tutorial-step-execution-algorithm.json,none,Testing a Trading Idea - The Other Stages,17,DE 
Foundations,Docs-Tutorials,Tutorial Step - Update the App!,65,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-014-tutorial-step-update-the-app.json,beyond-the-basics-014-tutorial-step-update-the-app.json,none,Beyond the Basics,14,IT ES DE RU TR 
Foundations,Docs-Tutorials,Tutorial - The Advanced Stuff!,99,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-002-tutorial-the-advanced-stuff.json,beyond-the-basics-002-tutorial-the-advanced-stuff.json,none,Beyond the Basics,2,DE 
Foundations,Docs-Tutorials,Tutorial Step - What About Free Riders?,76,Projects/Foundations/Schemas/Docs-Tutorials/B/Beyond/Beyond-the-Basics/beyond-the-basics-007-tutorial-step-what-about-free-riders.json,beyond-the-basics-007-tutorial-step-what-about-free-riders.json,none,Beyond the Basics,7,IT ES DE TR RU 
